ORIGIN,DEST,AIR_TIME,ELAPSED_TIME
LAX,OAK,54.55584247901872,72.56036152356359
LAX,OGG,315.6614048934491,341.8752959747435
LAX,OKC,147.52879581151834,169.27748691099475
LAX,OMA,165.8740740740741,186.40740740740742
LAX,ORD,207.81838992750858,237.2472338801984
LAX,PAE,145.33333333333334,164.44444444444446
LAX,PBI,267.3333333333333,287.9
LAX,PDX,118.62458471760797,140.48837209302326
LAX,PHL,275.2597826086957,299.4108695652174
LAX,PHX,58.39528696313189,80.01140250855188
LAX,PIT,243.0782608695652,262.8782608695652
LAX,PRC,57.172661870503596,76.5179856115108
LAX,PSC,120.875,147.775
LAX,PSP,30.234848484848484,52.196969696969695
LAX,PVU,77.0,97.36363636363636
LAX,RAP,142.0,169.0
LAX,RDD,76.42727272727272,100.27272727272727
LAX,RDM,104.78057553956835,130.9640287769784
LAX,RDU,257.3984375,279.05078125
LAX,RIC,257.77777777777777,277.8888888888889
LAX,RNO,62.24399615754083,82.62343900096062
LAX,RSW,250.12,276.8
LAX,SAN,29.20245398773006,51.64877300613497
LAX,SAT,146.48566610455313,166.3558178752108
LAX,SBA,22.796536796536795,47.497835497835496
LAX,SBP,32.22707423580786,56.09170305676856
LAX,SCK,52.94117647058823,75.61764705882354
LAX,SDF,218.2962962962963,242.1358024691358
LAX,SEA,136.23282188125418,164.97031354236157
LAX,SFO,55.08644536652835,79.93199631166436
LAX,SGF,167.88372093023256,189.30232558139534
LAX,SGU,64.41379310344827,86.03448275862068
LAX,SHV,173.2,192.0
LAX,SJC,50.26295767950547,68.38421302900618
LAX,SLC,84.3420523138833,106.81388329979879
LAX,SMF,62.021873247335954,80.18956814357824
LAX,STL,186.8719806763285,204.45893719806764
LAX,STS,66.52363636363637,93.26181818181819
LAX,SUN,106.36263736263736,129.3956043956044
LAX,TPA,246.22292993630575,267.53821656050957
LAX,TUL,157.67796610169492,177.79661016949152
LAX,TUS,65.49482163406213,83.45799769850403
LAX,XNA,168.68493150684932,192.56164383561645
LBB,AUS,49.702127659574465,64.51063829787235
LBB,DAL,50.07095709570957,65.62046204620462
LBB,DEN,70.83771929824562,92.1798245614035
LBB,DFW,48.83754512635379,75.74849578820698
LBB,HOU,67.38461538461539,84.76923076923077
LBB,IAH,73.93536121673004,99.4448669201521
LBB,LAS,111.0204081632653,126.60544217687075
LBB,PHX,96.34375,124.3515625
LBE,FLL,132.81944444444446,152.76388888888889
LBE,MCO,112.27044025157232,141.0251572327044
LBE,MYR,67.24545454545455,85.26363636363637
LBE,RSW,133.45,156.95
LBE,TPA,122.33333333333333,139.88888888888889
LBF,BFF,32.4,48.6
LBF,DEN,42.66233766233766,69.14718614718615
LBF,EAR,22.857142857142858,35.714285714285715
LBF,SUX,42.8,68.0
LBL,DDC,20.41176470588235,34.14705882352941
LBL,DEN,48.51744186046512,71.08720930232558
LBL,PUB,39.0,60.15909090909091
LCH,DFW,54.70291777188329,81.95225464190982
LCH,IAH,31.68503937007874,52.0
LCK,CHS,73.85714285714286,91.9047619047619
LCK,FLL,129.1,151.7
LCK,JAX,88.16666666666667,106.66666666666667
LCK,MYR,64.78947368421052,84.07894736842105
LCK,ORF,58.5,72.5
LCK,PGD,116.57142857142857,136.34920634920636
LCK,PIE,111.32142857142857,129.07142857142858
LCK,SAV,74.11111111111111,93.75555555555556
LCK,SFB,102.33333333333333,119.17647058823529
LCK,SRQ,119.36,140.44
LCK,VPS,94.08695652173913,113.52173913043478
LEX,ATL,61.31947261663286,84.4685598377282
LEX,CLT,53.42032967032967,87.00549450549451
LEX,DCA,62.5360824742268,87.42268041237114
LEX,DFW,119.18066157760815,147.3969465648855
LEX,DTW,53.50872817955112,79.37655860349128
